Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Rohit Verma,Orthopedics,10,20-04-2041,Metro Hospital,New Delhi,31,56,1.4,1
Dr. Ravi Kumar,Cardiology,11,21-04-2041,City Hospital,Chennai,92,460,1.15,0
Dr. Swati Desai,Cardiology,16,22-04-2041,Metro Hospital,Mumbai,77,492,1.64,0
Dr. Rohit Verma,Pediatrics,12,23-04-2041,City Hospital,Mumbai,14,86,1.38,1
Dr. Rohit Verma,Dermatology,13,24-04-2041,Metro Hospital,Chennai,14,310,1.5,0
Dr. Swati Desai,Orthopedics,8,25-04-2041,City Hospital,Chennai,34,111,1.79,1
Dr. Swati Desai,Orthopedics,11,26-04-2041,City Hospital,Chennai,33,249,1.8,1
Dr. Anil Mehra,Cardiology,11,27-04-2041,Govt Health Center,New Delhi,10,379,0.81,0
Dr. Ravi Kumar,Pediatrics,17,28-04-2041,Govt Health Center,Kolkata,37,139,1.44,1
Dr. Ravi Kumar,Cardiology,15,29-04-2041,Govt Health Center,Kolkata,56,128,1.57,1
Dr. Anil Mehra,Cardiology,15,30-04-2041,City Hospital,New Delhi,94,104,0.72,0
Dr. Rohit Verma,Pediatrics,17,01-05-2041,Metro Hospital,New Delhi,69,449,1.76,0
Dr. Swati Desai,Dermatology,13,02-05-2041,Metro Hospital,Chennai,28,270,0.77,0
Dr. Swati Desai,Orthopedics,15,03-05-2041,City Hospital,Chennai,96,141,1.7,1
Dr. Swati Desai,Dermatology,16,04-05-2041,Metro Hospital,Mumbai,23,123,0.74,0
Dr. Rohit Verma,Pediatrics,12,05-05-2041,City Hospital,Chennai,79,105,1.61,1
Dr. Swati Desai,Pediatrics,8,06-05-2041,Metro Hospital,New Delhi,17,281,0.72,0
Dr. Swati Desai,Orthopedics,8,07-05-2041,City Hospital,Mumbai,46,228,1.07,1
Dr. Anil Mehra,Dermatology,9,08-05-2041,Govt Health Center,Chennai,95,479,0.72,0
Dr. Rohit Verma,Orthopedics,9,09-05-2041,Govt Health Center,Mumbai,81,110,0.91,0
Dr. Ravi Kumar,Cardiology,12,10-05-2041,Metro Hospital,Mumbai,19,409,1.98,0
Dr. Anil Mehra,Cardiology,14,11-05-2041,Metro Hospital,Chennai,76,166,0.66,0
Dr. Anil Mehra,Cardiology,14,12-05-2041,Metro Hospital,Kolkata,22,127,1.11,1
Dr. Ravi Kumar,Dermatology,11,13-05-2041,Metro Hospital,New Delhi,48,285,1.52,1
Dr. Anil Mehra,Cardiology,11,14-05-2041,Govt Health Center,New Delhi,73,82,0.64,0
Dr. Rohit Verma,Orthopedics,17,15-05-2041,Govt Health Center,Mumbai,39,104,0.66,0
Dr. Swati Desai,Dermatology,10,16-05-2041,City Hospital,Kolkata,13,292,0.71,0
Dr. Rohit Verma,Orthopedics,9,17-05-2041,Metro Hospital,Kolkata,54,323,1.47,0
Dr. Ravi Kumar,Pediatrics,10,18-05-2041,Govt Health Center,Chennai,15,445,1.86,0
Dr. Ravi Kumar,Dermatology,15,19-05-2041,City Hospital,Chennai,25,123,1.74,1
Dr. Anil Mehra,Orthopedics,8,20-05-2041,City Hospital,New Delhi,31,70,1.97,1
Dr. Rohit Verma,Orthopedics,11,21-05-2041,City Hospital,Chennai,30,402,1.37,0
Dr. Rohit Verma,Dermatology,14,22-05-2041,Govt Health Center,Chennai,74,250,1.94,1
Dr. Ravi Kumar,Pediatrics,12,23-05-2041,City Hospital,Mumbai,39,203,0.96,0
Dr. Rohit Verma,Dermatology,9,24-05-2041,Metro Hospital,Kolkata,33,303,1.13,0
Dr. Ravi Kumar,Cardiology,8,25-05-2041,City Hospital,Kolkata,73,256,1.09,1
Dr. Rohit Verma,Cardiology,13,26-05-2041,City Hospital,Chennai,22,198,0.57,0
Dr. Rohit Verma,Pediatrics,12,27-05-2041,Govt Health Center,Chennai,35,455,1.74,0
Dr. Rohit Verma,Orthopedics,10,28-05-2041,City Hospital,Chennai,29,232,0.54,0
Dr. Ravi Kumar,Orthopedics,16,29-05-2041,Govt Health Center,New Delhi,70,351,1.59,0
Dr. Anil Mehra,Orthopedics,10,30-05-2041,Govt Health Center,New Delhi,15,346,1.11,0
Dr. Rohit Verma,Dermatology,9,31-05-2041,Metro Hospital,Mumbai,52,310,0.51,0
Dr. Ravi Kumar,Dermatology,12,01-06-2041,City Hospital,New Delhi,58,93,0.93,0
Dr. Ravi Kumar,Pediatrics,16,02-06-2041,Metro Hospital,Kolkata,18,193,1.02,1
Dr. Rohit Verma,Cardiology,15,03-06-2041,Metro Hospital,New Delhi,46,293,1.95,1
Dr. Rohit Verma,Orthopedics,13,04-06-2041,City Hospital,Kolkata,25,468,1.49,0
Dr. Anil Mehra,Cardiology,10,05-06-2041,City Hospital,New Delhi,13,54,1.32,1
Dr. Ravi Kumar,Dermatology,13,06-06-2041,Govt Health Center,New Delhi,41,111,0.69,0
Dr. Ravi Kumar,Dermatology,12,07-06-2041,City Hospital,Mumbai,93,395,1.09,0
Dr. Swati Desai,Dermatology,8,08-06-2041,Govt Health Center,Chennai,26,75,0.55,0
Dr. Ravi Kumar,Cardiology,12,09-06-2041,Metro Hospital,Chennai,50,366,1.64,0
Dr. Anil Mehra,Pediatrics,14,10-06-2041,Metro Hospital,Chennai,98,484,0.74,0
Dr. Swati Desai,Pediatrics,16,11-06-2041,Govt Health Center,Mumbai,54,374,1.39,0
Dr. Swati Desai,Dermatology,8,12-06-2041,City Hospital,Kolkata,25,233,1.55,1
Dr. Swati Desai,Orthopedics,10,13-06-2041,City Hospital,New Delhi,29,355,1.05,0
Dr. Rohit Verma,Cardiology,15,14-06-2041,Govt Health Center,Mumbai,51,430,1.45,0
Dr. Rohit Verma,Dermatology,13,15-06-2041,Metro Hospital,Kolkata,19,85,1.65,1
Dr. Ravi Kumar,Cardiology,12,16-06-2041,Govt Health Center,Mumbai,61,457,0.78,0
Dr. Swati Desai,Cardiology,17,17-06-2041,City Hospital,Mumbai,69,79,1.4,1
Dr. Anil Mehra,Pediatrics,9,18-06-2041,City Hospital,Kolkata,57,118,1.6,1
Dr. Rohit Verma,Dermatology,10,19-06-2041,Govt Health Center,Chennai,32,281,1.04,1
Dr. Anil Mehra,Pediatrics,9,20-06-2041,City Hospital,New Delhi,42,225,0.74,0
Dr. Anil Mehra,Dermatology,8,21-06-2041,Metro Hospital,Chennai,86,327,0.93,0
Dr. Rohit Verma,Cardiology,14,22-06-2041,Govt Health Center,Mumbai,34,82,1.9,1
Dr. Rohit Verma,Pediatrics,10,23-06-2041,Metro Hospital,Kolkata,59,118,1.04,1
Dr. Rohit Verma,Cardiology,14,24-06-2041,Metro Hospital,Mumbai,97,401,0.66,0
Dr. Rohit Verma,Dermatology,14,25-06-2041,Govt Health Center,Chennai,79,304,0.62,0
Dr. Swati Desai,Orthopedics,15,26-06-2041,Govt Health Center,Chennai,88,99,0.77,0
Dr. Swati Desai,Pediatrics,8,27-06-2041,City Hospital,Chennai,64,72,0.69,0
Dr. Swati Desai,Pediatrics,12,28-06-2041,City Hospital,New Delhi,77,303,1.24,0
Dr. Swati Desai,Cardiology,17,29-06-2041,Govt Health Center,Chennai,87,443,1.02,0
Dr. Ravi Kumar,Cardiology,16,30-06-2041,Govt Health Center,New Delhi,13,213,1.76,1
Dr. Swati Desai,Orthopedics,14,01-07-2041,City Hospital,New Delhi,37,419,1.82,0
Dr. Rohit Verma,Pediatrics,8,02-07-2041,City Hospital,Chennai,38,322,1.21,0
Dr. Anil Mehra,Dermatology,15,03-07-2041,City Hospital,Kolkata,91,230,1.83,1
Dr. Swati Desai,Dermatology,10,04-07-2041,Govt Health Center,Mumbai,93,396,1.18,0
Dr. Ravi Kumar,Pediatrics,11,05-07-2041,Govt Health Center,Mumbai,57,299,1.46,1
Dr. Rohit Verma,Pediatrics,11,06-07-2041,City Hospital,New Delhi,81,286,0.74,0
Dr. Anil Mehra,Pediatrics,17,07-07-2041,Metro Hospital,New Delhi,22,441,0.58,0
Dr. Anil Mehra,Orthopedics,15,08-07-2041,Metro Hospital,New Delhi,52,281,0.74,0
Dr. Swati Desai,Dermatology,8,09-07-2041,City Hospital,Mumbai,18,477,0.88,0
Dr. Anil Mehra,Dermatology,15,10-07-2041,Govt Health Center,New Delhi,49,494,1.63,0
Dr. Swati Desai,Cardiology,16,11-07-2041,Govt Health Center,Kolkata,55,171,0.76,0
Dr. Swati Desai,Cardiology,16,12-07-2041,Metro Hospital,Kolkata,67,291,0.7,0
Dr. Rohit Verma,Pediatrics,12,13-07-2041,City Hospital,New Delhi,65,183,1.89,1
Dr. Rohit Verma,Cardiology,11,14-07-2041,Metro Hospital,Mumbai,21,120,1.53,1
Dr. Ravi Kumar,Orthopedics,11,15-07-2041,Metro Hospital,Chennai,34,395,1.21,0
Dr. Rohit Verma,Dermatology,16,16-07-2041,City Hospital,Mumbai,98,470,0.64,0
Dr. Rohit Verma,Dermatology,15,17-07-2041,Metro Hospital,Chennai,25,359,1.78,0
Dr. Swati Desai,Cardiology,17,18-07-2041,Govt Health Center,Chennai,60,328,0.66,0
Dr. Rohit Verma,Pediatrics,17,19-07-2041,Metro Hospital,New Delhi,89,268,1.42,1
Dr. Swati Desai,Cardiology,14,20-07-2041,City Hospital,Kolkata,96,234,1.5,1
Dr. Swati Desai,Pediatrics,10,21-07-2041,Govt Health Center,New Delhi,81,356,1.1,0
Dr. Rohit Verma,Orthopedics,11,22-07-2041,Govt Health Center,Chennai,62,363,1.87,0
Dr. Ravi Kumar,Dermatology,16,23-07-2041,Metro Hospital,New Delhi,61,452,0.58,0
Dr. Ravi Kumar,Orthopedics,15,24-07-2041,Govt Health Center,Chennai,76,460,1.73,0
Dr. Anil Mehra,Dermatology,8,25-07-2041,City Hospital,New Delhi,33,266,1.33,1
Dr. Anil Mehra,Orthopedics,10,26-07-2041,Metro Hospital,Kolkata,95,330,1.42,0
Dr. Rohit Verma,Cardiology,17,27-07-2041,Govt Health Center,Kolkata,23,454,1.98,0
Dr. Ravi Kumar,Orthopedics,9,28-07-2041,City Hospital,Mumbai,31,428,1.37,0
Dr. Swati Desai,Orthopedics,9,29-07-2041,Metro Hospital,Chennai,40,330,1.7,0
Dr. Anil Mehra,Cardiology,15,30-07-2041,City Hospital,Chennai,94,174,0.73,0
Dr. Swati Desai,Dermatology,13,31-07-2041,Govt Health Center,New Delhi,67,228,1.71,1
Dr. Anil Mehra,Dermatology,13,01-08-2041,Metro Hospital,Mumbai,78,376,1.64,0
Dr. Rohit Verma,Cardiology,11,02-08-2041,Metro Hospital,Kolkata,28,84,1.95,1
Dr. Ravi Kumar,Orthopedics,8,03-08-2041,Govt Health Center,New Delhi,62,119,1.9,1
Dr. Anil Mehra,Orthopedics,14,04-08-2041,City Hospital,Mumbai,94,409,0.82,0
Dr. Ravi Kumar,Orthopedics,15,05-08-2041,Govt Health Center,Kolkata,11,227,1.2,1
Dr. Swati Desai,Pediatrics,9,06-08-2041,Metro Hospital,New Delhi,62,448,1.87,0
Dr. Rohit Verma,Dermatology,9,07-08-2041,Metro Hospital,Kolkata,76,457,1.46,0
Dr. Ravi Kumar,Orthopedics,8,08-08-2041,Govt Health Center,Chennai,56,98,1.2,1
Dr. Rohit Verma,Dermatology,11,09-08-2041,City Hospital,Mumbai,62,117,0.66,0
Dr. Ravi Kumar,Orthopedics,13,10-08-2041,Govt Health Center,Kolkata,66,56,1.03,1
Dr. Swati Desai,Cardiology,12,11-08-2041,City Hospital,Mumbai,34,143,1.5,1
Dr. Swati Desai,Cardiology,11,12-08-2041,City Hospital,New Delhi,44,433,1.67,0
Dr. Rohit Verma,Dermatology,11,13-08-2041,Metro Hospital,Mumbai,38,130,1.17,1
Dr. Swati Desai,Dermatology,17,14-08-2041,City Hospital,New Delhi,85,487,0.58,0
Dr. Anil Mehra,Cardiology,14,15-08-2041,Metro Hospital,Mumbai,96,299,1.45,1
Dr. Ravi Kumar,Pediatrics,14,16-08-2041,City Hospital,New Delhi,26,87,1.88,1
Dr. Swati Desai,Cardiology,9,17-08-2041,City Hospital,New Delhi,89,399,1.24,0
Dr. Anil Mehra,Orthopedics,14,18-08-2041,Metro Hospital,New Delhi,58,94,1.89,1
Dr. Rohit Verma,Pediatrics,9,19-08-2041,City Hospital,Kolkata,65,408,1.03,0
Dr. Anil Mehra,Cardiology,11,20-08-2041,Govt Health Center,Chennai,82,186,1.83,1
Dr. Rohit Verma,Pediatrics,8,21-08-2041,City Hospital,Mumbai,12,360,1.68,0
Dr. Rohit Verma,Pediatrics,12,22-08-2041,Metro Hospital,Chennai,31,357,1.94,0
Dr. Ravi Kumar,Pediatrics,8,23-08-2041,Metro Hospital,Chennai,23,416,1.69,0
Dr. Ravi Kumar,Dermatology,11,24-08-2041,Govt Health Center,Chennai,12,354,0.98,0
Dr. Anil Mehra,Cardiology,16,25-08-2041,City Hospital,Chennai,47,278,1.85,1
Dr. Ravi Kumar,Dermatology,15,26-08-2041,Govt Health Center,Mumbai,96,232,1.5,1
Dr. Ravi Kumar,Dermatology,13,27-08-2041,City Hospital,Mumbai,30,375,0.74,0
Dr. Ravi Kumar,Orthopedics,15,28-08-2041,Govt Health Center,Chennai,60,253,0.57,0
Dr. Anil Mehra,Orthopedics,12,29-08-2041,Metro Hospital,Mumbai,33,160,1.05,1
Dr. Swati Desai,Pediatrics,14,30-08-2041,Metro Hospital,Mumbai,54,436,1.68,0
Dr. Ravi Kumar,Pediatrics,15,31-08-2041,Govt Health Center,New Delhi,78,117,1.43,1
Dr. Ravi Kumar,Orthopedics,14,01-09-2041,City Hospital,Mumbai,53,406,1.29,0
Dr. Anil Mehra,Orthopedics,11,02-09-2041,City Hospital,Kolkata,56,87,0.51,0
Dr. Swati Desai,Cardiology,12,03-09-2041,Metro Hospital,Chennai,66,247,1.15,1
Dr. Ravi Kumar,Pediatrics,17,04-09-2041,City Hospital,Mumbai,28,354,0.74,0
Dr. Rohit Verma,Pediatrics,13,05-09-2041,Govt Health Center,Chennai,43,141,1.18,1
Dr. Anil Mehra,Orthopedics,13,06-09-2041,Govt Health Center,Mumbai,12,313,1.99,0
Dr. Ravi Kumar,Cardiology,16,07-09-2041,City Hospital,Chennai,48,292,1.82,1
Dr. Ravi Kumar,Orthopedics,17,08-09-2041,Metro Hospital,Kolkata,84,165,0.97,0
Dr. Rohit Verma,Orthopedics,9,09-09-2041,Metro Hospital,Mumbai,69,144,1.39,1
Dr. Rohit Verma,Dermatology,13,10-09-2041,Metro Hospital,Mumbai,19,262,1.25,1
Dr. Anil Mehra,Pediatrics,10,11-09-2041,Metro Hospital,Kolkata,49,295,0.7,0
Dr. Anil Mehra,Cardiology,9,12-09-2041,Metro Hospital,Mumbai,11,222,1.98,1
Dr. Rohit Verma,Dermatology,13,13-09-2041,Govt Health Center,Chennai,54,334,1.14,0
Dr. Anil Mehra,Pediatrics,11,14-09-2041,City Hospital,Kolkata,36,128,1.26,1
Dr. Rohit Verma,Orthopedics,12,15-09-2041,Govt Health Center,New Delhi,62,482,1.47,0
Dr. Ravi Kumar,Cardiology,12,16-09-2041,Metro Hospital,Chennai,18,329,0.79,0
Dr. Rohit Verma,Pediatrics,10,17-09-2041,Metro Hospital,Mumbai,10,198,0.83,0
Dr. Rohit Verma,Orthopedics,11,18-09-2041,City Hospital,Chennai,42,418,0.79,0
Dr. Swati Desai,Dermatology,10,19-09-2041,City Hospital,Kolkata,47,328,1.08,0
Dr. Rohit Verma,Cardiology,14,20-09-2041,City Hospital,Mumbai,66,400,0.8,0
Dr. Rohit Verma,Pediatrics,8,21-09-2041,Govt Health Center,Mumbai,42,275,1.89,1
Dr. Swati Desai,Dermatology,13,22-09-2041,City Hospital,Kolkata,57,461,1.57,0
Dr. Anil Mehra,Orthopedics,11,23-09-2041,Govt Health Center,New Delhi,12,465,1.85,0
Dr. Swati Desai,Orthopedics,8,24-09-2041,Metro Hospital,Mumbai,41,455,1.77,0
Dr. Ravi Kumar,Pediatrics,8,25-09-2041,Govt Health Center,Mumbai,86,495,1.55,0
Dr. Swati Desai,Orthopedics,12,26-09-2041,City Hospital,Mumbai,30,372,0.86,0
Dr. Ravi Kumar,Cardiology,12,27-09-2041,Govt Health Center,New Delhi,77,167,1.42,1
Dr. Anil Mehra,Pediatrics,17,28-09-2041,Govt Health Center,Chennai,26,122,0.78,0
Dr. Swati Desai,Dermatology,14,29-09-2041,Govt Health Center,New Delhi,51,55,0.7,0
Dr. Swati Desai,Pediatrics,11,30-09-2041,City Hospital,Chennai,77,370,1.45,0
Dr. Anil Mehra,Pediatrics,16,01-10-2041,Govt Health Center,Mumbai,93,71,1.44,1
Dr. Ravi Kumar,Dermatology,11,02-10-2041,City Hospital,Chennai,21,228,0.73,0
Dr. Swati Desai,Orthopedics,14,03-10-2041,Govt Health Center,Chennai,99,245,1.03,1
Dr. Ravi Kumar,Dermatology,12,04-10-2041,Govt Health Center,Chennai,54,158,0.6,0
Dr. Swati Desai,Cardiology,12,05-10-2041,Govt Health Center,Chennai,45,421,1.57,0
Dr. Rohit Verma,Orthopedics,13,06-10-2041,City Hospital,Mumbai,89,234,1.98,1
Dr. Swati Desai,Pediatrics,15,07-10-2041,City Hospital,Kolkata,60,104,1.61,1
Dr. Anil Mehra,Orthopedics,12,08-10-2041,City Hospital,New Delhi,16,278,1.77,1
Dr. Anil Mehra,Orthopedics,10,09-10-2041,Metro Hospital,Chennai,42,475,1.21,0
Dr. Ravi Kumar,Cardiology,13,10-10-2041,City Hospital,Mumbai,57,485,0.64,0
Dr. Swati Desai,Orthopedics,9,11-10-2041,Govt Health Center,Mumbai,75,494,1.59,0
Dr. Ravi Kumar,Orthopedics,15,12-10-2041,Metro Hospital,Mumbai,42,68,0.88,0
Dr. Ravi Kumar,Orthopedics,15,13-10-2041,City Hospital,Mumbai,87,413,1.08,0
Dr. Rohit Verma,Pediatrics,10,14-10-2041,City Hospital,Chennai,93,434,1.55,0
Dr. Rohit Verma,Orthopedics,15,15-10-2041,Metro Hospital,New Delhi,36,474,1.86,0
Dr. Anil Mehra,Dermatology,16,16-10-2041,Metro Hospital,Mumbai,56,496,1.23,0
Dr. Ravi Kumar,Orthopedics,12,17-10-2041,City Hospital,New Delhi,94,265,1.94,1
Dr. Anil Mehra,Cardiology,12,18-10-2041,Metro Hospital,New Delhi,75,97,1.28,1
Dr. Swati Desai,Orthopedics,13,19-10-2041,Govt Health Center,New Delhi,52,209,0.68,0
Dr. Ravi Kumar,Orthopedics,14,20-10-2041,Govt Health Center,Kolkata,89,483,1.28,0
Dr. Ravi Kumar,Pediatrics,10,21-10-2041,Govt Health Center,Mumbai,28,447,1.79,0
Dr. Swati Desai,Dermatology,12,22-10-2041,City Hospital,Mumbai,77,322,1.31,0
Dr. Swati Desai,Orthopedics,8,23-10-2041,Govt Health Center,Mumbai,19,145,1.62,1
Dr. Anil Mehra,Dermatology,17,24-10-2041,Metro Hospital,New Delhi,31,79,1.32,1
Dr. Anil Mehra,Cardiology,12,25-10-2041,Govt Health Center,Mumbai,85,170,1.32,1
Dr. Swati Desai,Pediatrics,11,26-10-2041,Metro Hospital,Mumbai,75,416,0.93,0
Dr. Anil Mehra,Dermatology,8,27-10-2041,Govt Health Center,New Delhi,11,484,0.8,0
Dr. Swati Desai,Pediatrics,14,28-10-2041,Metro Hospital,Mumbai,27,403,0.92,0
Dr. Ravi Kumar,Orthopedics,8,29-10-2041,Govt Health Center,Chennai,89,239,1.16,1
Dr. Ravi Kumar,Cardiology,15,30-10-2041,Govt Health Center,Kolkata,28,201,1.71,1
Dr. Rohit Verma,Pediatrics,17,31-10-2041,Govt Health Center,Chennai,98,425,1.74,0
Dr. Ravi Kumar,Orthopedics,9,01-11-2041,Metro Hospital,Chennai,39,304,0.75,0
Dr. Swati Desai,Dermatology,17,02-11-2041,Metro Hospital,Chennai,15,240,1.33,1
Dr. Anil Mehra,Cardiology,12,03-11-2041,Govt Health Center,New Delhi,36,191,1.12,1
Dr. Rohit Verma,Cardiology,13,04-11-2041,Metro Hospital,Mumbai,24,295,1.36,1
Dr. Anil Mehra,Dermatology,16,05-11-2041,Metro Hospital,Chennai,40,83,1.47,1
Dr. Swati Desai,Dermatology,14,06-11-2041,City Hospital,Chennai,53,236,0.92,0
Dr. Ravi Kumar,Cardiology,13,07-11-2041,Govt Health Center,Mumbai,95,416,1.88,0
Dr. Rohit Verma,Pediatrics,12,08-11-2041,Metro Hospital,New Delhi,85,498,1.9,0
Dr. Swati Desai,Cardiology,13,09-11-2041,Metro Hospital,Chennai,19,135,0.66,0
Dr. Rohit Verma,Dermatology,11,10-11-2041,Metro Hospital,Mumbai,30,210,1.55,1
Dr. Rohit Verma,Pediatrics,8,11-11-2041,Metro Hospital,Mumbai,56,413,0.55,0
Dr. Ravi Kumar,Orthopedics,16,12-11-2041,City Hospital,Kolkata,64,167,0.57,0
Dr. Swati Desai,Cardiology,12,13-11-2041,Metro Hospital,Chennai,45,160,1.94,1
Dr. Anil Mehra,Dermatology,15,14-11-2041,Metro Hospital,Chennai,83,107,1.54,1
Dr. Rohit Verma,Orthopedics,14,15-11-2041,City Hospital,Kolkata,67,67,0.99,0
Dr. Rohit Verma,Cardiology,15,16-11-2041,Govt Health Center,Mumbai,28,416,1.5,0
Dr. Anil Mehra,Cardiology,8,17-11-2041,Govt Health Center,Mumbai,96,408,1.77,0
Dr. Swati Desai,Pediatrics,16,18-11-2041,City Hospital,Chennai,73,189,1.81,1
Dr. Rohit Verma,Dermatology,8,19-11-2041,Govt Health Center,Chennai,19,243,0.53,0
Dr. Rohit Verma,Orthopedics,10,20-11-2041,Govt Health Center,Kolkata,58,179,1.73,1
Dr. Rohit Verma,Cardiology,15,21-11-2041,City Hospital,Chennai,63,261,1.78,1
Dr. Swati Desai,Pediatrics,8,22-11-2041,Metro Hospital,Chennai,70,333,1.39,0
Dr. Swati Desai,Orthopedics,8,23-11-2041,City Hospital,New Delhi,68,169,1.22,1
Dr. Anil Mehra,Orthopedics,13,24-11-2041,City Hospital,Kolkata,11,428,0.67,0
Dr. Swati Desai,Cardiology,12,25-11-2041,City Hospital,Mumbai,84,91,0.86,0
Dr. Swati Desai,Orthopedics,13,26-11-2041,City Hospital,Chennai,17,52,1.24,1
Dr. Ravi Kumar,Cardiology,10,27-11-2041,City Hospital,Mumbai,28,481,1.8,0
Dr. Anil Mehra,Pediatrics,17,28-11-2041,Metro Hospital,Chennai,89,278,1.7,1
Dr. Rohit Verma,Pediatrics,17,29-11-2041,Govt Health Center,New Delhi,77,278,1.24,1
Dr. Swati Desai,Orthopedics,13,30-11-2041,City Hospital,Kolkata,23,392,1.68,0
Dr. Rohit Verma,Cardiology,9,01-12-2041,Metro Hospital,Kolkata,31,190,1.65,1
Dr. Rohit Verma,Dermatology,15,02-12-2041,City Hospital,Mumbai,26,106,1.37,1
Dr. Ravi Kumar,Pediatrics,13,03-12-2041,Metro Hospital,New Delhi,72,265,0.83,0
Dr. Swati Desai,Cardiology,11,04-12-2041,Govt Health Center,Mumbai,35,180,1.02,1
Dr. Anil Mehra,Cardiology,11,05-12-2041,Metro Hospital,New Delhi,45,163,0.75,0
Dr. Swati Desai,Cardiology,14,06-12-2041,Metro Hospital,Chennai,54,240,0.51,0
Dr. Rohit Verma,Orthopedics,10,07-12-2041,Govt Health Center,Chennai,39,292,0.62,0
Dr. Anil Mehra,Dermatology,10,08-12-2041,Govt Health Center,New Delhi,30,343,1.64,0
Dr. Swati Desai,Orthopedics,13,09-12-2041,Metro Hospital,Chennai,29,364,0.55,0
Dr. Rohit Verma,Pediatrics,16,10-12-2041,City Hospital,Kolkata,51,77,1.1,1
Dr. Rohit Verma,Orthopedics,8,11-12-2041,City Hospital,New Delhi,99,75,1.98,1
Dr. Ravi Kumar,Cardiology,12,12-12-2041,Govt Health Center,New Delhi,65,133,1.69,1
Dr. Ravi Kumar,Orthopedics,8,13-12-2041,City Hospital,Mumbai,21,396,1.63,0
Dr. Ravi Kumar,Cardiology,8,14-12-2041,Govt Health Center,New Delhi,17,370,0.91,0
Dr. Rohit Verma,Dermatology,10,15-12-2041,Metro Hospital,Mumbai,72,379,1.46,0
Dr. Swati Desai,Orthopedics,10,16-12-2041,Metro Hospital,New Delhi,65,251,1.25,1
Dr. Ravi Kumar,Orthopedics,11,17-12-2041,City Hospital,Kolkata,16,110,1.44,1
Dr. Swati Desai,Orthopedics,10,18-12-2041,Govt Health Center,Kolkata,71,234,1.15,1
Dr. Ravi Kumar,Cardiology,13,19-12-2041,City Hospital,Kolkata,70,295,1.3,1
Dr. Anil Mehra,Cardiology,11,20-12-2041,City Hospital,Mumbai,19,50,1.98,1
Dr. Anil Mehra,Orthopedics,15,21-12-2041,Metro Hospital,Mumbai,59,465,0.99,0
Dr. Ravi Kumar,Orthopedics,8,22-12-2041,City Hospital,Chennai,29,292,0.82,0
Dr. Rohit Verma,Dermatology,15,23-12-2041,Metro Hospital,Mumbai,37,81,1.17,1
Dr. Ravi Kumar,Dermatology,8,24-12-2041,Govt Health Center,Mumbai,23,284,1.29,1
Dr. Ravi Kumar,Pediatrics,8,25-12-2041,City Hospital,Kolkata,85,460,0.63,0
Dr. Rohit Verma,Dermatology,14,26-12-2041,Metro Hospital,New Delhi,17,446,1.71,0
Dr. Anil Mehra,Dermatology,8,27-12-2041,City Hospital,Mumbai,16,66,1.13,1
Dr. Swati Desai,Dermatology,16,28-12-2041,Govt Health Center,Chennai,14,461,1.12,0
Dr. Ravi Kumar,Cardiology,15,29-12-2041,City Hospital,New Delhi,10,138,1.49,1
Dr. Rohit Verma,Dermatology,8,30-12-2041,City Hospital,Mumbai,82,101,1.66,1
Dr. Ravi Kumar,Dermatology,9,31-12-2041,Metro Hospital,New Delhi,91,419,1.98,0
Dr. Rohit Verma,Orthopedics,9,01-01-2042,Govt Health Center,New Delhi,19,213,0.76,0
Dr. Swati Desai,Cardiology,9,02-01-2042,Govt Health Center,New Delhi,67,352,1.02,0
Dr. Swati Desai,Pediatrics,13,03-01-2042,Govt Health Center,New Delhi,74,499,0.75,0
Dr. Anil Mehra,Pediatrics,11,04-01-2042,City Hospital,New Delhi,69,465,1.82,0
Dr. Rohit Verma,Dermatology,15,05-01-2042,Metro Hospital,Mumbai,29,81,1.32,1
Dr. Rohit Verma,Pediatrics,8,06-01-2042,City Hospital,New Delhi,67,247,1.78,1
Dr. Anil Mehra,Pediatrics,17,07-01-2042,City Hospital,New Delhi,52,400,1.98,0
Dr. Anil Mehra,Pediatrics,11,08-01-2042,City Hospital,Chennai,38,428,1.33,0
Dr. Rohit Verma,Dermatology,17,09-01-2042,Govt Health Center,Chennai,11,488,0.68,0
Dr. Anil Mehra,Pediatrics,12,10-01-2042,Metro Hospital,New Delhi,35,250,1.04,1
Dr. Swati Desai,Dermatology,16,11-01-2042,Govt Health Center,Mumbai,84,156,0.55,0
Dr. Ravi Kumar,Orthopedics,12,12-01-2042,City Hospital,Chennai,98,433,1.77,0
Dr. Swati Desai,Orthopedics,10,13-01-2042,City Hospital,Chennai,68,385,0.53,0
Dr. Anil Mehra,Pediatrics,11,14-01-2042,Metro Hospital,New Delhi,10,394,1.39,0
Dr. Rohit Verma,Orthopedics,17,15-01-2042,Govt Health Center,Mumbai,40,345,0.66,0
Dr. Rohit Verma,Dermatology,14,16-01-2042,City Hospital,Kolkata,47,77,0.51,0
Dr. Swati Desai,Orthopedics,8,17-01-2042,City Hospital,Mumbai,31,386,0.88,0
Dr. Rohit Verma,Pediatrics,13,18-01-2042,Metro Hospital,Chennai,75,336,1.33,0
Dr. Anil Mehra,Dermatology,15,19-01-2042,City Hospital,Chennai,56,168,0.61,0
Dr. Swati Desai,Cardiology,8,20-01-2042,Govt Health Center,Chennai,10,392,1.42,0
